SampleID	Index	Remove.SH	Remove.SHMI	PLFA_ID	Cornell_ID	State	Site	Cluster	Trt	Field_ID	Collection_Date	Plant_Stage	Latitude	Longitude	Upper_depth	Lower_depth	Current_Land_Use	Cover_Type	Cover_Crop	Crop_Rotation	System_Years	Notes	Start_Date	Cover_0_Planting	Cover_0_Harvest	Crop_1_Planting	Crop_1_Harvest	Cover_1_Planting	Cover_1_Harvest	Crop_2_Planting	Crop_2_Harvest	Cover_2_Planting	Cover_2_Harvest	Crop_3_Planting	Crop_3_Harvest	Cover_3_Planting	Cover_3_Harvest	Stop_Date	Cover_Roots	Crop_Roots	All_Roots	Current_Crop	Previous_Crop	Tillage_Type	Depth	Tillage_Start	Planter Type	Planter_Start	Removal_Type	Residue_Retained	Fertilizer_Type	N_Annual_Rate	P_Annual_Rate	K_Annual_Rate	Fertilizer_Applications_per_Year	Irrigation_Type	Annual_Rate	Irrigation_Applications_per_Year	Grazing_Type	Stocking_Rate	Animal_Type	Rest_Period	Yield_Type	Yield	Units	C Saturation Deficit	texture_class	sand	silt	clay	water_cap	water_capacity_rating	agg_stab	aggregate_stability_rating	SOM	organic_matter_rating	ace	ace_soil_protein_index_rating	resp	respiration_rating	activeC	active_carbon_rating	ph	ph_rating	p	p_rating	k	k_rating	mg	fe	mn	zn	minor_elements_rating	Overall	beta_glucosidase	PLFA	DNA	qPCR	root	rich	dist	ClimateZ
NRCS39	39	No	No	SHI-0039	PP118	MN	MN1	MN1_12	12	J Johnson Plot 24	5/19/2016	in-season	45.685	-95.804	0	15	cropland.perennial	perennial	None	"Switchgrass, Sunburst"	1		5/20/2015							5/20/2015	5/19/2016							5/19/2016	0	100	100	"Switchgrass, Sunburst"	"Switchgrass, Sunburst"	No Till/ Direct Seed		2000										None			None				above ground	5819	kg/ha	26.61	clay loam	27.67	45.18	27.15	0.28	96.33	38.31	56.91	5.76	97.46	3.74	23.54	0.99	90.41	857.52	92.11	8.21	0	15.47	100	132.22	100	3027.7	0.77	52.38	0.48	56	71.28	177	221414.62	23040.2	5.14E+09	100	1	3	Dfb
NRCS40	40	No	No	SHI-0040	PP119	MN	MN1	MN1_10	10	J Johnson Plot 25	5/19/2016	post-harvest	45.684	-95.803	0	15	cropland.annual	None	None | None | None	Sorghum-Sudan | Sorghum-Sudan | Sorghum-Sudan	3		5/20/2013			5/20/2013	10/1/2013			6/1/2014	10/1/2014			6/1/2015	10/1/2015			5/19/2016	0	35	34.52	Sorghum-Sudan	Sorghum-Sudan	No Till/ Direct Seed		2000	Planter									None			None				above ground	16866	kg/ha	27.86	silt loam	22.46	51.89	25.65	0.23	86.79	30.56	49.02	5.48	99.71	3.98	22.23	0.74	67.52	798.19	94.65	8.2	0	13.33	100	171.93	100	2064.77	0.57	11.89	0.37	100	71.99	193	149621.1	20783.9	5.12E+09	35	1	3	Dfb
NRCS41	41	No	No	SHI-0041	PP120	MN	MN1	MN1_9	9	J Johnson Plot 26	5/19/2016	post-harvest	45.684	-95.803	0	15	cropland.annual	cover crop	"Vetch, Hairy | Vetch, Hairy | Vetch, Hairy"	"Soybean, Forage | Cover | Corn"	3		5/20/2013			5/20/2013	10/1/2013					7/22/2014	4/14/2015	5/1/2015	10/1/2015	8/13/2015	5/1/2016	5/19/2016	48	26	74.43	Corn	Cover	No Till/ Direct Seed		2000	Double-disc opener/planter		full	25	Synthetic	150	0	0	1	None			None				grain	8561	kg/ha	27.3	loam	25.93	49.57	24.5	0.25	92.51	18.72	24.75	5.19	99.26	3.28	16.47	0.65	56.77	686.94	84.39	8.17	0	14.14	100	151.41	100	1671.99	0.48	14.53	0.57	100	67.42	162	131569.38	27622.2	6.00E+09	74	1.67	3	Dfb
NRCS42	42	No	No	SHI-0042	PP121	MN	MN1	MN1_5	5	J Johnson Plot 27	5/19/2016	post-harvest	45.684	-95.803	0	15	cropland.annual	None	None | None | None	Soybean | Radish + Wheat + Oats | Alfalfa	3		5/20/2013			5/20/2013	10/1/2013			7/23/2014	4/1/2015			4/15/2015	12/31/2015			5/19/2016	0	59	59	Alfalfa	Radish + Wheat + Oats	No Till/ Direct Seed		2000			None	100	Synthetic	30	60	66	1	None			None				above ground	3506	kg/ha	26.82	loam	26.58	48.26	25.16	0.26	92.82	23.15	33.13	5.79	99.9	3.95	22.01	0.75	69.62	770.38	92.81	7.77	0	44.09	10.25	157.32	100	1495.49	0.57	10.89	0.34	100	62.05	179	142667.07	17402.1	3.07E+09	59	1.33	3	Dfb
NRCS43	43	No	No	SHI-0043	PP122	MN	MN1	MN1_1	1	J Johnson Plot 28	5/19/2016	post-harvest	45.684	-95.804	0	15	cropland.annual	None	None | None | None	Soybean | Radish + Wheat + Oats | Soybean	3		5/20/2013			5/20/2013	10/1/2013			7/23/2014	4/1/2015			4/29/2015	10/1/2015			5/19/2016	0	49	49.41	Soybean	Radish + Wheat + Oats	No Till/ Direct Seed		2000	Double-disc opener/planter		None	100						None			None				grain	3173	kg/ha	27.14	silt loam	22.44	51.78	25.78	0.27	95.68	22.79	32.41	6.73	100	4.27	25.01	0.8	75.14	820.44	95.84	8.15	0	18.92	100	134.85	100	2447.14	0.55	26.69	0.43	100	72.41	153	158040.62	24536.4	4.97E+09	49	1.33	3	Dfb
NRCS44	44	No	No	SHI-0044	PP123	MN	MN1	MN1_4	4	J Johnson Plot 29	5/19/2016	pre-plant	45.684	-95.803	0	15	cropland.annual	cover crop	"Rye, Winter | Rye, Winter | Rye, Winter"	"Wheat | Cover | Soybean, Forage"	3		5/20/2013			5/20/2013	9/1/2013					8/20/2014	4/14/2015	4/29/2015	10/1/2015	8/13/2015	5/1/2016	5/19/2016	46	24	69.22	"Soybean, Forage"	Cover	No Till/ Direct Seed		2000	Planter		full	25						None			None				grain	3342	kg/ha	27.12	loam	26.29	49.46	24.25	0.23	87.5	22.21	31.26	5.38	99.59	3.93	21.81	0.7	62.71	807.46	95.17	7.92	0	17.91	100	175.04	100	1836.2	0.46	15.92	0.36	100	69.8	199	146260.44	20749.3	4.35E+09	69	1.67	3	Dfb
NRCS45	45	No	No	SHI-0045	PP124	MN	MN1	MN1_2	2	J Johnson Plot 30	5/19/2016	in-season	45.684	-95.803	0	15	cropland.perennial	perennial	None	"Switchgrass, Summer"	1		5/20/2015							5/20/2015	5/19/2016							5/19/2016	0	100	100	"Switchgrass, Summer"	"Switchgrass, Summer"	No Till/ Direct Seed		2000										None			None				above ground	5963	kg/ha	27.6	silt loam	23.22	51.55	25.24	0.22	83.86	35.71	60.32	5.66	99.84	4.04	22.8	0.74	68.36	725.88	88.89	8.18	0	13.14	100	205.14	100	1342.42	0.55	16.79	0.4	100	72.41	164	145917.8	18188.3	3.89E+09	100	1	3	Dfb
NRCS46	46	No	No	SHI-0046	PP125	MN	MN1	MN1_8	8	J Johnson Plot 31	5/19/2016	in-season	45.684	-95.804	0	15	cropland.perennial	perennial	None	Big Bluestem	1		5/20/2015							5/20/2015	5/19/2016							5/19/2016	0	100	100	Big Bluestem	Big Bluestem	No Till/ Direct Seed		2000										None			None				above ground	5484	kg/ha	27.32	clay loam	21.6	50.94	27.46	0.26	93.98	34.98	49.96	6.74	99.88	4.59	33.13	0.94	87.04	876.06	93.39	8.2	0	16.72	100	156.2	100	1687.93	0.49	15.2	0.42	100	75.74	149	167370.51	30793.1	7.94E+09	100	1	3	Dfb
NRCS47	47	No	No	SHI-0047	PP126	MN	MN1	MN1_7	7	J Johnson Plot 32	5/19/2016	post-harvest	45.684	-95.804	0	15	cropland.annual	None	None | None | None	Soybean | Radish + Wheat + Oats | Soybean	3		5/20/2013			5/20/2013	10/1/2013			7/23/2014	4/1/2015			4/29/2015	10/1/2015			5/19/2016	0	49	49.41	Soybean	Radish + Wheat + Oats	No Till/ Direct Seed		2000	Double-disc opener/planter		None	100						None			None				grain	3297	kg/ha	26.56	silt loam	25.89	50.96	23.16	0.26	93.61	29.09	45.77	6.49	99.99	4.61	28.38	0.79	73.23	857.52	97.34	7.94	0	16.7	100	147.83	100	1494.05	0.5	17.25	0.42	100	73.83	156	156490.44	14249	2.90E+09	49	1.33	3	Dfb
NRCS48	48	No	No	SHI-0048	PP127	MN	MN1	MN1_6	6	J Johnson Plot 33	5/19/2016	post-harvest	45.684	-95.804	0	15	cropland.annual	None	None | None | None	Soybean | Radish + Wheat + Oats | Soybean	3		5/20/2013			5/20/2013	10/1/2013			7/23/2014	4/1/2015			4/29/2015	10/1/2015			5/19/2016	0	49	49.41	Soybean	Radish + Wheat + Oats	No Till/ Direct Seed		2000	Double-disc opener/planter		None	100						None			None				grain	3316	kg/ha	25.89	loam	31.19	46.49	22.32	0.22	80.82	18.34	24.1	5.72	99.87	3.58	18.79	0.6	49.73	827.86	96.18	8.16	0	15.52	100	121.42	100	1551.58	0.58	17.68	0.5	100	66.95	124	108132.18	10526.3	2.13E+09	49	1.33	3	Dfb
NRCS49	49	No	No	SHI-0049	PP128	MN	MN1	MN1_11	11	J Johnson Plot 34	5/19/2016	post-harvest	45.684	-95.804	0	15	cropland.annual	None	None | None | None	Alfalfa | Radish + Wheat + Oats | Soybean	3		5/20/2013			5/20/2013	7/1/2014			7/23/2014	4/1/2015			4/29/2015	10/1/2015			5/19/2016	0	74	74.34	Soybean	Radish + Wheat + Oats	No Till/ Direct Seed		2000	Planter		None	100						None			None				grain	3704	kg/ha	25.6	loam	33.38	47.49	19.13	0.21	75.93	26.03	39.13	5.43	99.66	3.94	21.93	0.66	58.16	783.36	93.72	7.93	0	18.64	100	133.24	100	1282.19	0.63	12.33	0.43	100	68.85	173	123949.99	13318.8	3.17E+09	74	1.33	3	Dfb
NRCS50	50	No	No	SHI-0050	PP129	MN	MN1	MN1_12	12	J Johnson Plot 35	5/19/2016	in-season	45.684	-95.804	0	15	cropland.perennial	perennial	None	"Switchgrass, Sunburst"	1		5/20/2015							5/20/2015	5/19/2016							5/19/2016	0	100	100	"Switchgrass, Sunburst"	"Switchgrass, Sunburst"	No Till/ Direct Seed		2000										None			None				above ground	8461	kg/ha	24.96	loam	37.11	43.14	19.75	0.14	38.77	38.3	65.75	5.19	99.24	4.18	24.08	0.71	64.49	742.56	90.51	8.17	0	8.85	100	125.7	100	914.3	0.66	10.61	0.41	100	68.28	144	114275.62	20184	4.47E+09	100	1	3	Dfb
NRCS51	51	No	No	SHI-0051	PP130	MN	MN1	MN1_3	3	J Johnson Plot 36	5/19/2016	post-harvest	45.684	-95.804	0	15	cropland.annual	cover crop	"Vetch, Hairy | Vetch, Hairy | Vetch, Hairy"	Corn | Cover | Wheat	3		5/20/2013			5/20/2013	10/15/2013					7/22/2014	3/15/2015	4/16/2015	9/1/2015	8/13/2015	5/1/2016	5/19/2016	45	26	71.6	Wheat	Cover	No Till/ Direct Seed		2000	Double-disc opener/planter		full	25						None			None				grain	3987	kg/ha	24.71	loam	39.31	43.64	17.05	0.19	66.33	27.72	42.77	4.82	97.83	4.29	25.14	0.63	54.44	790.77	94.2	8.18	0	16.14	100	111.31	100	897.32	0.56	9.83	0.42	100	68.07	167	101679.16	12718.9	2.44E+09	72	1.67	3	Dfb
NRCS52	52	No	No	SHI-0052	PP131	MN	MN1	MN1_6	6	J Johnson Plot 37	5/19/2016	post-harvest	45.684	-95.803	0	15	cropland.annual	None	None | None | None	Soybean | Radish + Wheat + Oats | Soybean	3		5/20/2013			5/20/2013	10/1/2013			7/23/2014	4/1/2015			4/29/2015	10/1/2015			5/19/2016	0	49	49.41	Soybean	Radish + Wheat + Oats	No Till/ Direct Seed		2000	Double-disc opener/planter		None	100						None			None				grain	2662	kg/ha	27.67	silt loam	22.98	53.16	23.86	0.22	82.34	17.3	22.32	5.63	99.82	3.9	21.52	0.63	53.97	737	89.99	8.05	0	15.77	100	146.6	100	1827.24	0.38	18.56	0.38	100	67	186	143268.54	21270.5	4.20E+09	49	1.33	3	Dfb
NRCS53	53	No	No	SHI-0053	PP132	MN	MN1	MN1_8	8	J Johnson Plot 38	5/19/2016	in-season	45.684	-95.803	0	15	cropland.perennial	perennial	None	Big Bluestem	1		5/20/2015							5/20/2015	5/19/2016							5/19/2016	0	100	100	Big Bluestem	Big Bluestem	No Till/ Direct Seed		2000										None			None				above ground	5743	kg/ha	26.87	loam	27.14	49.15	23.71	0.22	83.31	47.66	82.27	5.5	99.73	4.89	31.25	0.97	88.93	768.52	92.67	8.13	0	14.03	100	174.96	100	1689.18	0.49	17.36	0.56	100	77.82	173	148134.45	16322.4	3.78E+09	100	1	3	Dfb
NRCS54	54	No	No	SHI-0054	PP133	MN	MN1	MN1_7	7	J Johnson Plot 39	5/19/2016	post-harvest	45.684	-95.803	0	15	cropland.annual	None	None | None | None	Soybean | Radish + Wheat + Oats | Soybean	3		5/20/2013			5/20/2013	10/1/2013			7/23/2014	4/1/2015			4/29/2015	10/1/2015			5/19/2016	0	49	49.41	Soybean	Radish + Wheat + Oats	No Till/ Direct Seed		2000	Double-disc opener/planter		None	100						None			None				grain	3319	kg/ha	25.74	loam	33.95	46.52	19.54	0.2	74.1	36	60.95	4.98	98.63	5.13	33.92	0.76	70.76	803.75	94.97	8.06	0	14.46	100	167.44	100	1332.29	0.57	15.86	0.56	100	73.33	169	128848.93	27966.3	6.92E+09	49	1.33	3	Dfb
NRCS55	55	No	No	SHI-0055	PP134	MN	MN1	MN1_5	5	J Johnson Plot 40	5/19/2016	post-harvest	45.684	-95.804	0	15	cropland.annual	None	None | None | None	Soybean | Radish + Wheat + Oats | Alfalfa	3		5/20/2013			5/20/2013	10/1/2013			7/23/2014	4/1/2015			4/15/2015	12/31/2015			5/19/2016	0	59	59	Alfalfa	Radish + Wheat + Oats	No Till/ Direct Seed		2000			None	100	Synthetic	30	60	66	1	None			None				above ground	3268	kg/ha	25.88	loam	34.37	47.03	18.6	0.21	78.04	35.05	58.91	4.59	96.13	4.34	25.62	0.81	75.44	683.23	83.9	8.19	0	29.26	34.62	122.65	100	1528.08	0.69	15.59	0.8	100	65.27	171	129162.02	11527.3	2.37E+09	59	1.33	3	Dfb
NRCS56	56	No	No	SHI-0056	PP135	MN	MN1	MN1_12	12	J Johnson Plot 41	5/19/2016	in-season	45.684	-95.803	0	15	cropland.perennial	perennial	None	"Switchgrass, Sunburst"	1		5/20/2015							5/20/2015	5/19/2016							5/19/2016	0	100	100	"Switchgrass, Sunburst"	"Switchgrass, Sunburst"	No Till/ Direct Seed		2000										None			None				above ground	10361	kg/ha	26.38	loam	29.98	49.82	20.19	0.22	83.08	38.48	66.12	5.32	99.5	4.1	23.31	0.81	75.44	798.19	94.65	8.16	0	9	100	133.01	100	1022.69	0.69	13.05	0.48	100	74.21	152	123491.21	14909	3.75E+09	100	1	3	Dfb
NRCS57	57	No	No	SHI-0057	PP136	MN	MN1	MN1_10	10	J Johnson Plot 42	5/19/2016	post-harvest	45.684	-95.803	0	15	cropland.annual	None	None | None | None	Sorghum-Sudan | Sorghum-Sudan | Sorghum-Sudan	3		5/20/2013			5/20/2013	10/1/2013			6/1/2014	10/1/2014			6/1/2015	10/1/2015			5/19/2016	0	35	34.52	Sorghum-Sudan	Sorghum-Sudan	No Till/ Direct Seed		2000	Planter									None			None				above ground	12417	kg/ha	26.42	silt loam	29.57	50.05	20.38	0.26	92.82	26.41	39.93	5.4	99.62	4.1	23.39	0.73	66.58	840.83	96.73	7.95	0	7.98	100	127.65	100	1178.14	0.66	10.8	0.58	100	71.91	154	123314.24	14238.5	2.99E+09	35	1	3	Dfb
NRCS58	58	No	No	SHI-0058	PP137	MN	MN1	MN1_11	11	J Johnson Plot 43	5/19/2016	post-harvest	45.684	-95.804	0	15	cropland.annual	None	None | None | None	Alfalfa | Radish + Wheat + Oats | Soybean	3		5/20/2013			5/20/2013	7/1/2014			7/23/2014	4/1/2015			4/29/2015	10/1/2015			5/19/2016	0	74	74.34	Soybean	Radish + Wheat + Oats	No Till/ Direct Seed		2000	Planter		None	100						None			None				grain	3957	kg/ha	25.97	loam	32.39	48.7	18.91	0.25	92.01	27.17	41.58	5.14	99.14	4.01	22.51	0.71	64.4	835.27	96.5	7.83	0	19.16	100	141.11	100	962.31	0.63	10.84	0.54	100	71.61	199	167978.55	11574.6	2.35E+09	74	1.33	3	Dfb
NRCS59	59	No	No	SHI-0059	PP138	MN	MN1	MN1_3	3	J Johnson Plot 44	5/19/2016	post-harvest	45.684	-95.804	0	15	cropland.annual	cover crop	"Vetch, Hairy | Vetch, Hairy | Vetch, Hairy"	Corn | Cover | Wheat	3		5/20/2013			5/20/2013	10/15/2013					7/22/2014	3/15/2015	4/16/2015	9/1/2015	8/13/2015	5/1/2016	5/19/2016	45	26	71.6	Wheat	Cover	No Till/ Direct Seed		2000	Double-disc opener/planter		full	25						None			None				grain	2440	kg/ha	26.67	silt loam	28.52	51.56	19.91	0.25	92.21	24.05	34.97	5.35	99.55	4.14	23.68	0.69	61.27	818.58	95.75	7.92	0	14.3	100	127	100	871.7	0.6	9.89	0.71	100	70.74	169	116359.46	17287.1	4.27E+09	72	1.67	3	Dfb
NRCS60	60	No	No	SHI-0060	PP139	MN	MN1	MN1_1	1	J Johnson Plot 45	5/19/2016	post-harvest	45.684	-95.804	0	15	cropland.annual	None	None | None | None	Soybean | Radish + Wheat + Oats | Soybean	3		5/20/2013			5/20/2013	10/1/2013			7/23/2014	4/1/2015			4/29/2015	10/1/2015			5/19/2016	0	49	49.41	Soybean	Radish + Wheat + Oats	No Till/ Direct Seed		2000	Double-disc opener/planter		None	100						None			None				grain	3351	kg/ha	25.64	loam	34.28	44.28	21.44	0.23	84.78	28.53	44.54	5.04	98.84	4.71	29.36	0.68	60.36	803.75	94.97	8.07	0	11.64	100	130.56	100	744.79	0.7	10.92	0.9	100	71.29	148	111375.48	11419.3	2.07E+09	49	1.33	3	Dfb
NRCS61	61	No	No	SHI-0061	PP140	MN	MN1	MN1_9	9	J Johnson Plot 46	5/19/2016	post-harvest	45.684	-95.804	0	15	cropland.annual	cover crop	"Vetch, Hairy | Vetch, Hairy | Vetch, Hairy"	"Soybean, Forage | Cover | Corn"	3		5/20/2013			5/20/2013	10/1/2013					7/22/2014	4/14/2015	5/1/2015	10/1/2015	8/13/2015	5/1/2016	5/19/2016	48	26	74.43	Corn	Cover	No Till/ Direct Seed		2000	Double-disc opener/planter		full	25	Synthetic	150	0	0	1	None			None				grain	8781	kg/ha	25.22	loam	38.14	42.31	19.55	0.21	79.97	20.18	27.38	4.36	93.39	4.33	25.53	0.56	44.46	714.75	87.71	8.09	0	8.18	100	100.83	100	759.58	0.68	8.61	0.76	100	65.85	147	89340.12	11200.7	2.22E+09	74	1.67	3	Dfb
NRCS62	62	No	No	SHI-0062	PP141	MN	MN1	MN1_4	4	J Johnson Plot 47	5/19/2016	pre-plant	45.684	-95.804	0	15	cropland.annual	cover crop	"Rye, Winter | Rye, Winter | Rye, Winter"	"Wheat | Cover | Soybean, Forage"	3		5/20/2013			5/20/2013	9/1/2013					7/22/2014	4/14/2015	4/29/2015	10/1/2015	8/13/2015	5/1/2016	5/19/2016	48	24	71.87	"Soybean, Forage"	Cover	No Till/ Direct Seed		2000	Planter									None			None				grain	3504	kg/ha	25.4	loam	37.03	43.22	19.75	0.25	90.61	27.63	42.56	4.46	94.71	4.44	26.65	0.63	53.87	737	89.99	7.7	1.62	9.92	100	105.01	100	881.09	0.7	10.34	0.85	100	70	171	91813.52	9403.8	1.77E+09	72	1.67	3	Dfb
NRCS63	63	No	No	SHI-0063	PP142	MN	MN1	MN1_2	2	J Johnson Plot 48	5/19/2016	in-season	45.684	-95.804	0	15	cropland.perennial	perennial	None	"Switchgrass, Summer"	1		5/20/2015							5/20/2015	5/19/2016							5/19/2016	0	100	100	"Switchgrass, Summer"	"Switchgrass, Summer"	No Till/ Direct Seed		2000										None			None				above ground	7912	kg/ha	25.26	loam	37.27	42.45	20.28	0.23	84.18	48.79	83.85	4.6	96.26	4.68	29.02	0.63	53.87	753.34	91.46	7.59	36.64	5.85	100	110.71	100	751.35	0.76	8.27	0.5	100	77.53	195	108903.12	10409.2	2.18E+09	100	1	3	Dfb
NRCS64	64	No	No	SHI-0064	PP261	IN	IN1	IN1_JS	JS	JS1	7/28/2016	in-season	41.214	-85.726	0	15	cropland.annual	None	None | None | None	Corn | Soybean | Wheat	3		7/29/2013			5/15/2014	10/15/2014			6/1/2015	10/1/2015			10/15/2015	7/28/2016			7/28/2016	0	51	51.32	Wheat	Soybean	No Till/ Direct Seed		2014													None							23.16	sandy loam	54.76	32.42	12.82	0.16	67.82	15.21	14.05	1.91	45.31	4.45	19.95	0.35	20.67	405	41.1	6.88	100	7.49	100	116.65	100	187	1.51	10.74	0.43	100	60.89	88	50126.33	4148.5	1.54E+09	51	1	3	Dfa
NRCS65	65	No	No	SHI-0065	PP262	IN	IN1	IN1_JS	JS	JS2	7/28/2016	in-season	41.214	-85.726	0	15	cropland.annual	None	None | None | None	Corn | Soybean | Wheat	3		7/29/2013			5/15/2014	10/15/2014			6/1/2015	10/1/2015			10/15/2015	7/1/2016	7/1/2016	7/28/2016	7/28/2016	2	49	51.32	Wheat	Soybean	No Till/ Direct Seed		2014													None							22.81	sandy loam	56.81	31.39	11.8	0.16	67.34	15.44	14.28	1.75	37.81	4.53	20.59	0.39	24.21	374.27	35.25	6.62	100	4.9	100	69.04	94.44	145.58	1.35	11.15	0.34	100	59.39	103	43328.32	665	1.65E+08	51	1	3	Dfa
NRCS66	66	No	No	SHI-0066	PP263	IN	IN1	IN1_JS	JS	JS3	7/28/2016	in-season	41.214	-85.726	0	15	cropland.annual	None	None | None | None	Corn | Soybean | Wheat	3		7/29/2013			5/15/2014	10/15/2014			6/1/2015	10/1/2015			10/15/2015	7/1/2016	7/1/2016	7/28/2016	7/28/2016	2	49	51.32	Wheat	Soybean	No Till/ Direct Seed		2014													None							22.92	sandy loam	56.18	32.07	11.74	0.17	69.33	19.63	18.79	1.8	40.18	4.41	19.65	0.32	17.77	381.5	36.6	6.25	93.28	4.58	100	68.39	93.78	128.9	1.65	10.94	0.35	100	58.94	73	37773.97	688	1.58E+08	51	1	3	Dfa
NRCS67	67	No	No	SHI-0067	PP264	IN	IN1	IN1_JS	JS	JS4	7/28/2016	in-season	41.214	-85.726	0	15	cropland.annual	None	None | None | None	Corn | Soybean | Wheat	3		7/29/2013			5/15/2014	10/15/2014			6/1/2015	10/1/2015			10/15/2015	7/1/2016			7/28/2016	0	49	48.86	Wheat	Soybean	No Till/ Direct Seed		2014													None							23.09	sandy loam	54.88	33.44	11.68	0.16	67.66	17.56	16.46	1.97	48.48	4.67	21.77	0.35	20.67	451.99	50.4	6.25	93.39	4.43	100	81.32	100	143.61	1.56	11.56	0.31	100	61.88	95	43288.1	3672.6	8.09E+08	49	1	3	Dfa
NRCS68	68	No	No	SHI-0068	PP265	IN	IN1	IN1_JS	JS	JS5	7/28/2016	in-season	41.214	-85.726	0	15	cropland.annual	None	None | None | None	Corn | Soybean | Wheat	3		7/29/2013			5/15/2014	10/15/2014			6/1/2015	10/1/2015			10/15/2015	7/1/2016	7/1/2016	7/28/2016	7/28/2016	2	49	51.32	Wheat	Soybean	No Till/ Direct Seed		2014													None							23.51	sandy loam	52.01	34.43	13.56	0.16	68.41	19.31	18.41	2.29	64.04	4.12	17.43	0.34	19.35	471.87	54.35	6.57	100	6.42	100	91.58	100	218.09	1.45	15.42	0.49	100	64.2	97	66487.1	5164.2	8.89E+08	51	1	3	Dfa
NRCS69	69	No	No	SHI-0069	PP266	IN	IN1	IN1_JS	JS	JS6	7/28/2016	in-season	41.214	-85.726	0	15	cropland.annual	None	None | None | None	Corn | Soybean | Wheat	3		7/29/2013			5/15/2014	10/15/2014			6/1/2015	10/1/2015			10/15/2015	7/1/2016	7/1/2016	7/28/2016	7/28/2016	2	49	51.32	Wheat	Soybean	No Till/ Direct Seed		2014													None							23.38	sandy loam	52.65	33.4	13.95	0.16	68.11	13.77	12.71	2.27	63.31	3.89	15.8	0.39	24.58	455.61	51.12	6.72	100	13.91	100	113.48	100	228.46	1.43	12.04	0.62	100	63.56	96	79776.38	3318.1	6.90E+08	51	1	3	Dfa
NRCS70	70	No	No	SHI-0070	PP267	IN	IN1	IN1_JS	JS	JS7	7/28/2016	in-season	41.214	-85.726	0	15	cropland.annual	None	None | None | None	Corn | Soybean | Wheat	3		7/29/2013			5/15/2014	10/15/2014			6/1/2015	10/1/2015			10/15/2015	7/1/2016			7/28/2016	0	49	48.86	Wheat	Soybean	No Till/ Direct Seed		2014													None							22.76	sandy loam	56.04	31.49	12.47	0.15	61.8	18.98	18.04	2.12	56.02	4.51	20.45	0.38	23.12	484.53	56.85	6.89	100	6.1	100	97.43	100	234.02	1.37	11.13	0.47	100	63.63	93	62026.54	3119.2	6.43E+08	49	1	3	Dfa
NRCS71	71	No	No	SHI-0071	PP268	IN	IN1	IN1_JS	JS	JS8	7/28/2016	in-season	41.214	-85.726	0	15	cropland.annual	None	None | None | None	Corn | Soybean | Wheat	3		7/29/2013			5/15/2014	10/15/2014			6/1/2015	10/1/2015			10/15/2015	7/1/2016	7/1/2016	7/28/2016	7/28/2016	2	49	51.32	Wheat	Soybean	No Till/ Direct Seed		2014													None							22.94	sandy loam	55.44	32.77	11.79	0.19	80.62	23.88	24.16	2.03	51.25	4.67	21.77	0.34	19.35	430.3	46.08	6.51	100	8.17	100	110.23	100	191.45	1.61	11.67	0.5	100	64.32	92	58672.54	4534.8	9.74E+08	51	1	3	Dfa
NRCS72	72	No	No	SHI-0072	PP269	IN	IN1	IN1_JS	JS	JS9	7/28/2016	in-season	41.214	-85.726	0	15	cropland.annual	None	None | None | None	Corn | Soybean | Wheat	3		7/29/2013			5/15/2014	10/15/2014			6/1/2015	10/1/2015			10/15/2015	7/1/2016	7/1/2016	7/28/2016	7/28/2016	2	49	51.32	Wheat	Soybean	No Till/ Direct Seed		2014													None							20.97	sandy loam	66.32	25.52	8.17	0.17	70.73	22.16	21.9	1.48	25.98	3.99	16.5	0.3	15.98	359.82	32.6	6.24	91.85	6.67	100	84.48	100	120.17	1.75	8.64	0.46	100	57.55	75	54426.97	3749.6	7.88E+08	51	1	3	Dfa
NRCS73	73	No	No	SHI-0073	PP213	IN	IN2	IN2_MS	MS	MS11	6/20/2016	in-season	40.174	-85.746	0	15	cropland.annual	None	None | None | None	Corn | Wheat | Corn	3		6/21/2013			5/15/2014	10/15/2014			11/1/2014	8/1/2015			5/15/2016	6/20/2016			6/20/2016	0	42	42.19	Corn	Wheat	Strip Till		2014													None							30.47	silt loam	17.48	64.54	17.98	0.28	96.39	23.99	34.84	2.78	40.56	5.12	33.85	0.52	39.66	703.79	86.47	6.67	100	3.81	100	119.53	100	223.12	4.43	13.86	0.49	100	73.18	174	83121.99	1847.1	4.55E+08	42	1	2	Cfa
