SampleID	sample_simple	PLFA_ID	Remove.SH	Remove.SHMI	Index	Cornell_ID	State	Site	Cluster	Trt	Field_ID	Collection_Date	Plant_Stage	Latitude	Longitude	Upper	Lower	Current_Land_Use	Cover_Type	Cover_Crop	Crop_Rotation	System_Years	Notes	Start_Date	Cover_0_Planting	Cover_0_Harvest	Crop_1_Planting	Crop_1_Harvest	Cover_1_Planting	Cover_1_Harvest	Crop_2_Planting	Crop_2_Harvest	Cover_2_Planting	Cover_2_Harvest	Crop_3_Planting	Crop_3_Harvest	Cover_3_Planting	Cover_3_Harvest	Stop_Date	Cover_Roots	Crop_Roots	All_Roots	Current_Crop	Previous_Crop	Tillage_Type	Depth	Tillage_Start	Planter Type	Planter_Start	Removal_Type	Residue_Retained	Fertilizer_Type	N_Annual_Rate	P_Annual_Rate	K_Annual_Rate	Fertilizer_Applications_per_Year	Irrigation_Type	Annual_Rate	Irrigation_Applications_per_Year	Grazing_Type	Stocking_Rate	Animal_Type	Rest_Period	Yield_Type	Yield	Units	C Saturation Deficit	texture_class	sand	silt	clay	water_cap	water_capacity_rating	agg_stab	aggregate_stability_rating	SOM	organic_matter_rating	ace	ace_soil_protein_index_rating	resp	respiration_rating	activeC	active_carbon_rating	ph	ph_rating	p	p_rating	k	k_rating	mg	fe	mn	zn	minor_elements_rating	Overall	beta_glucosidase	PLFA	DNA	qPCR	root	rich	dist	ClimateZ	acidity	BSk	Cfa	Csa	Csb	Dfa	Dfb	Dfc	SH	SH_rating	SH_bin	SOM.pred	SOM.corr	SOM.resid	activeC.pred	activeC.corr	activeC.resid	resp.pred	resp.corr	resp.resid	qPCR.pred	qPCR.corr	qPCR.resid	agg_stab.pred	agg_stab.corr	agg_stab.resid	ace.pred	ace.corr	ace.resid	water_cap.pred	water_cap.corr	water_cap.resid	clay.bt	SOM.bt	activeC.bt	resp.bt	qPCR.bt	agg_stab.bt	ace.bt	water_cap.bt	root_bin	rich_bin	dist_bin	SHMI	SHMI_bin	SHMI2	SHMI2_rating	SHMI2_bin
NRCS18S.172	NRCS172	SHI-0172	No	No	172	PP500	CA	CA1	CA1_2	2	M-Conv-Bosc Pear row	42642	NA	38.33624	-121.55071	0	15	cropland.perennial	perennial	None	Pear	1	NA	9/30/2014	NA	NA	NA	NA	NA	NA	9/30/2014	9/29/2016	NA	NA	NA	NA	NA	NA	9/29/2016	0	100	100	Pear	Pear	Shallow Tillage	6	NA	NA	NA	NA	NA	Synthetic	80	0	100	2	Micro-sprinklers	NA	NA	None	NA	NA	NA	NA	NA	NA	32.22002452	silty clay	2.202865919	53.97021502	2.940242363	0.507573513	97.70879562	0.315673087	20.32491366	1.341817309	92.65971701	-0.247412194	23.73056448	0.20160333	26.7902026	1.160194828	72.91706129	0.435503308	100	28.32492087	36.68517409	419.7115518	100	1038.725814	2.013095224	6.547089376	0.760795022	100	67.08164288	289	0.557541828	3439.099647	-0.532347663	100	1	2	Csa	-0.435503308	0	0	1	0	0	0	0	0.809977804	96.75324675	very high	0.55967984	4.308064295	0.782137469	0.176950178	647.3177304	0.98324465	0.223220485	0.375255528	-0.021617155	-0.454338265	1216582717	-0.078009398	-0.860395301	35.74414096	1.176068388	-1.908174322	12.31312923	1.660762127	0.149083646	0.273878111	0.358489866	43.82691906	5.305816619	697.0613053	0.414248854	8.61E+08	19.2286386	3.755010906	0.289805655	1.130220458	-0.736540295	-0.487750094	8	3	0.097042773	66.79104478	high
NRCS18S.173	NRCS173	SHI-0173	No	No	173	PP501	CA	CA1	CA1_2	2	M-Conv-Bosc Pear middle	42642	NA	38.33624	-121.55071	0	15	cropland.perennial	perennial	Grasses	Pear	1	NA	9/30/2014	NA	NA	NA	NA	NA	NA	9/30/2014	9/29/2016	NA	NA	NA	NA	NA	NA	9/29/2016	0	100	100	Pear	Pear	None	NA	NA	NA	NA	NA	NA	Synthetic	80	0	100	2	Micro-sprinklers	NA	NA	None	NA	NA	NA	NA	NA	NA	32.38425376	silty clay	2.061994071	52.94906203	3.080796564	0.30565962	95.23826324	0.313702303	20.28196244	1.217813429	88.3558366	-0.670863774	17.84645943	-0.289378452	18.64430173	1.087206949	69.33892402	0.682413429	100	12.86576091	100	211.0339868	100	1293.54607	2.55462596	5.737074431	0.537718134	100	70.97057475	162	0.496544424	2327.40195	-0.972414553	100	4	4	Csa	-0.682413429	0	0	1	0	0	0	0	0.625545637	92.69480519	very high	0.604311459	4.032194709	0.613501971	0.21477212	617.9912707	0.872434829	0.294423337	0.290709917	-0.583801789	-0.45257929	869236472.1	-0.519835263	-0.851035443	35.46902025	1.164737746	-1.961533585	9.085164523	1.290669811	0.133575822	0.255188987	0.172083798	44.9889439	5.07366807	676.0960634	0.332675878	616000000	19.19975097	3.136303276	0.268446529	1.130220458	1.184557507	1.327764145	12	5	0.932650626	100	very high
NRCS18S.174	NRCS174	SHI-0174	No	No	174	PP502	CA	CA1	CA1_3	3	M-Org-Bosc Pear row	42642	NA	38.33477	-121.53947	0	15	cropland.perennial	perennial	None	Pear	1	NA	9/30/2014	NA	NA	NA	NA	NA	NA	9/30/2014	9/29/2016	NA	NA	NA	NA	NA	NA	9/29/2016	0	100	100	Pear	Pear	Shallow Tillage	6	NA	NA	NA	NA	NA	Organic	100	0	100	2	Micro-sprinklers	NA	NA	None	NA	NA	NA	NA	NA	NA	32.36682293	silty clay loam	4.484735525	59.99252768	1.935799376	0.425031708	96.8531183	0.08022511	15.89046946	0.733002151	59.93599739	-0.954004621	15.13436913	-0.242802203	19.28515636	0.502348171	40.97052874	0.730626648	100	39.13746819	12.89756998	374.393519	100	1077.589347	1.912989454	5.462806795	0.797113039	100	56.09672094	102	0.704676079	5651.743804	-0.107044129	100	1	2	Csa	-0.730626648	0	0	1	0	0	0	0	0.48314583	87.5	very high	0.240728746	3.840783624	0.492273406	-0.093336902	550.4202055	0.595685073	-0.285616713	0.38617275	0.04281451	-0.466908437	1697615502	0.359864308	-0.927283682	31.82666845	1.007508792	-1.526852827	5.682281896	0.572848205	0.259907267	0.254516495	0.165124441	35.52273679	4.226521739	529.3393697	0.33976918	1.19E+09	16.01957647	2.807937462	0.280876068	1.130220458	-0.736540295	-0.487750094	8	3	0.097042773	66.79104478	high
NRCS18S.175	NRCS175	SHI-0175	No	No	175	PP503	CA	CA1	CA1_3	3	M-Org-Bosc Pear middle	42642	NA	38.33477	-121.53947	0	15	cropland.perennial	perennial	Grasses	Pear	1	NA	9/30/2014	NA	NA	NA	NA	NA	NA	9/30/2014	9/29/2016	NA	NA	NA	NA	NA	NA	9/29/2016	0	100	100	Pear	Pear	None	NA	NA	NA	NA	NA	NA	Organic	100	0	100	2	Micro-sprinklers	NA	NA	None	NA	NA	NA	NA	NA	NA	32.07961728	silty clay loam	3.8751558	60.7595183	1.91675954	0.390119938	96.42908091	1.253099171	55.56948684	1.146150265	85.24793661	0.172397609	33.04431437	0.74585075	40.02565148	1.105663941	70.25285562	0.846046172	100	25.47200168	42.9615963	296.8509968	100	1134.386683	2.226253201	6.328809655	0.651682554	100	72.35309221	206	0.540824281	8611.548767	0.52164684	100	4	4	Csa	-0.846046172	0	0	1	0	0	0	0	1.08259107	99.02597403	very high	0.234682831	4.527304573	0.911467433	-0.09846036	709.9918507	1.204124301	-0.295262035	0.593694808	1.041112786	-0.467146713	2739506525	0.988793553	-0.928551593	68.1832316	2.181650764	-1.519624643	12.66710759	1.692022252	0.262007997	0.250969591	0.128111941	35.3653259	4.942413793	681.3373739	0.524195039	1.92E+09	37.66119582	4.583930469	0.277182516	1.130220458	1.184557507	1.327764145	12	5	0.932650626	100	very high
NRCS18S.176	NRCS176	SHI-0176	No	No	176	PP520	MT	MT1	MT1_1	1	MT-025-SHAI-B&B-10092016	42650	NA	46.513534	-104.456789	0	15	cropland.annual	None	None | None | None	"Wheat, Winter | Corn | Sunflower"	3	NA	10/8/2013	NA	NA	10/8/2013	8/1/2014	NA	NA	5/15/2015	11/1/2015	NA	NA	5/16/2016	10/1/2016	NA	NA	10/7/2016	0	55.25114155	55.25114155	Sunflower	Corn	No Till/ Direct Seed	NA	NA	NA	NA	None	80	Synthetic	NA	NA	NA	NA	None	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.81697919	silt loam	22.74349523	55.12038176	0.316604385	-0.588849814	68.45584055	-0.812945915	9.622756983	-0.921771744	13.61201498	-1.595241719	9.827388952	-0.094805234	21.49362819	-0.823470599	14.46497993	2.308513812	0	12.63308527	100	159.9841157	100	572.239654	0.774048051	6.879213078	0.496134514	100	43.74766096	94	-0.564955105	3746.731557	-0.375689314	55.25114155	1	3	BSk	-2.308513812	1	0	0	0	0	0	0	-0.71668208	4.058441558	very low	-0.178210814	2.203304294	-0.74356093	-0.306684742	345.579668	-0.516785858	0.614355654	0.274272743	-0.709160888	0.119814401	885479333.5	-0.495503716	0.651541516	4.04294747	-1.464487431	-0.439461936	2.605938225	-1.155779784	-0.128300731	0.200764341	-0.460549084	22.13612301	2.011873805	303.9630187	0.363177077	970000000	7.539691634	2.238215921	0.191231468	-0.423108172	-0.736540295	0.420007026	7	3	-0.18634137	43.65671642	medium
NRCS18S.177	NRCS177	SHI-0177	No	No	177	PP521	MT	MT2	MT2_1	1	MT-069-SHAI-T-T-10092016	42649	NA	46.14987	-104.375471	0	15	cropland.annual	None	None	"Wheat, Winter | Fallow | Corn"	3	NA	10/7/2013	NA	NA	NA	NA	NA	NA	9/15/2014	8/1/2015	NA	NA	5/16/2016	10/6/2016	NA	NA	10/6/2016	0	42.28310502	42.28310502	Corn	Fallow	Chisel plow	4	NA	NA	NA	None	10	Synthetic	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	NA	NA	NA	27.18134764	loam	34.22802524	46.02577011	0.027528753	-0.726215174	62.97432066	-1.321591021	7.171692895	-0.571955115	25.17386091	-0.617589508	15.90144014	0.327075182	29.42041105	-0.094970617	31.76987574	2.24422952	0	15.74021337	100	230.844557	100	528.1317666	4.462093113	33.35634708	0.367752427	100	47.24116014	82	-0.564689096	6941.768253	0.436828339	42.28310502	0.667	2	BSk	-2.24422952	1	0	0	0	0	0	0	-0.264241847	25.81168831	low	-0.296347749	2.758109637	-0.275607366	-0.347126295	476.7293851	0.252155678	0.490923386	0.352090218	-0.163848204	0.153940158	1601039928	0.282888181	0.577795129	2.554520983	-1.89938615	-0.348528881	3.718837258	-0.269060627	-0.189808408	0.195072087	-0.536406766	19.74620465	2.397874237	412.2834355	0.437656751	1.80E+09	4.663794718	3.204894428	0.181526265	-1.199772487	-1.697089196	-0.487750094	4	1	-0.856180959	13.80597015	very low
NRCS18S.178	NRCS178	SHI-0178	No	No	178	PP587	MT	MT3	MT3_1	1	MT-069-SHAI-Gil_Cont-10172016	42660	NA	47.180446	-108.255596	0	15	cropland.annual	None	None	Millet | Pea | Triticale	3	NA	10/18/2013	NA	NA	6/1/2014	9/1/2014	NA	NA	5/1/2015	8/1/2015	NA	NA	4/19/2016	8/15/2016	NA	NA	10/17/2016	0	27.57990868	27.57990868	Triticale	Pea	No Till/ Direct Seed	NA	NA	NA	NA	None	85	Synthetic	6	20	0	NA	None	NA	NA	NA	NA	NA	NA	above ground	35	bushels/ac	24.99363352	loam	43.93114131	35.78496941	0.092565085	-0.546415672	70.13207228	-1.216719017	7.562256983	-0.356573318	35.13946781	-0.706854746	15.08141709	-0.42944413	16.86159502	-0.658985127	17.29422843	0.463262434	100	2.505314365	72.14880221	341.5557708	100	581.1641245	0.61894758	6.513711614	0.340136502	100	53.42198398	112	-0.136785679	3039.3902	-0.684282846	27.57990868	1	3	BSk	-0.463262434	1	0	0	0	0	0	0	-0.418273726	13.63636364	very low	-0.269769262	3.004009371	-0.086804057	-0.338027741	375.0870022	-0.320957386	0.518693219	0.245138642	-0.948137349	0.146262534	686218043.6	-0.83054538	0.594386616	2.812886464	-1.811105633	-0.36898703	3.607458063	-0.337867716	-0.17597039	0.207741818	-0.370445282	20.28388928	2.656597938	325.6186489	0.312105301	767000000	5.167349379	3.091272359	0.194333185	-1.199772487	-0.736540295	0.420007026	6	2	-0.438377032	26.67910448	low
NRCS18S.179	NRCS179	SHI-0179	No	No	179	PP586	MT	MT3	MT3_2	2	MT-069-SHAI-Gil_W/F-10172016	42660	NA	47.271463	-108.455642	0	15	cropland.annual	None	None	"Wheat, Winter | Fallow"	3	NA	10/18/2013	NA	NA	NA	NA	NA	NA	9/15/2014	8/1/2015	NA	NA	NA	NA	NA	NA	10/17/2016	0	29.22374429	29.22374429	Fallow	Wheat	No Till/ Direct Seed	NA	NA	NA	NA	partial	50	Synthetic	6	20	0	NA	None	NA	NA	NA	NA	NA	NA	above ground	30	bushels/ac	25.74819051	loam	42.10515803	36.82367479	0.18779129	-0.111385791	85.64171222	-1.013749595	8.472460829	-0.917086853	13.73114513	-2.187653973	7.980266634	0.024477377	23.47767933	-1.259802471	9.113002034	2.141959056	0	5.018230342	100	299.2056076	100	695.3915049	1.05534351	32.31798205	0.222474117	56	40.44162662	85	-0.613604612	3697.261424	-0.448101688	29.22374429	0.333	3	BSk	-2.141959056	1	0	0	0	0	0	0	-0.86086894	2.75974026	very low	-0.230853038	2.26717576	-0.686233816	-0.324705637	290.0929917	-0.935096834	0.559353812	0.297350657	-0.534876434	0.135020956	828369861.8	-0.583122643	0.618679873	3.401426929	-1.632429467	-0.398941854	2.101775413	-1.788712118	-0.155708763	0.243121639	0.044322972	21.07116718	2.016769487	253.2417118	0.383038324	918000000	6.268436824	1.858879471	0.229183384	-1.199772487	-1.697089196	0.420007026	5	2	-0.635493776	21.08208955	low
NRCS18S.180	NRCS180	SHI-0180	No	No	180	QPP191	GA	GA1	GA1_1	1	Midville	42653	NA	32.524547	-82.124488	0	15	cropland.annual	None	None | None	Soybean | Corn	2	NA	10/11/2014	NA	NA	NA	NA	NA	NA	6/1/2015	11/15/2015	NA	NA	4/1/2016	9/1/2016	NA	NA	10/10/2016	0	43.83561644	43.83561644	Corn	Soybean	Strip Till	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Center Pivot	NA	NA	None	NA	NA	NA	NA	NA	NA	16.68430267	sand	89.90189976	6.050404972	-1.871304527	-2.416458854	31.17284758	-0.251869228	11.38067333	-3.408924656	1.890340302	-3.023227476	4.522516222	-1.740557072	7.431915109	-2.99486435	5.078105527	-1.287023512	33.55095	6.037422096	100	25.04631728	30.58376237	12.47560907	2.17878187	3.147818697	0.786373938	56	28.16111104	29	-1.674673967	954.1507108	-2.041902794	43.83561644	1	2	Cfa	1.287023512	0	1	0	0	0	0	0	-1.603251063	0.324675325	very low	-1.753710396	1.333136942	-1.65521426	-0.747642346	167.5375046	-2.247222005	-0.549770159	0.218316159	-1.190786914	-0.920780792	550097342	-1.121122002	0.586180425	7.370110683	-0.838049652	-0.125028924	1.52346734	-2.898198552	-2.19188301	0.219555427	-0.224575843	4.047695271	0.338445476	122.5345505	0.166692604	2.73E+08	12.24982598	1.474405435	0.095633019	-1.199772487	-0.736540295	-0.487750094	5	2	-0.659064214	16.41791045	very low
NRCS18S.181	NRCS181	SHI-0181	No	No	181	QPP192	GA	GA2	GA2_1	1	Cleve	42653	NA	32.541687	-82.103728	0	15	cropland.annual	None	None | None	Soybean | Corn	2	NA	10/11/2014	NA	NA	NA	NA	NA	NA	6/1/2015	11/15/2015	NA	NA	4/1/2016	9/1/2016	NA	NA	10/10/2016	0	43.83561644	43.83561644	Corn	Soybean	Conventional Till	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Center Pivot	NA	NA	None	NA	NA	NA	NA	NA	NA	18.20136937	loamy sand	81.34815674	9.641792063	-1.271076419	-1.84247577	43.69162641	-0.303044474	10.95906947	-2.384835264	7.008243583	-2.175764512	5.690513514	-2.317782285	5.634424894	-2.618988583	6.263985761	-0.879402661	64.12656	7.356424539	100	56.60652207	81.78176077	17.32411229	2.590043534	5.331855927	0.716342799	56	38.11561844	32	-1.68613249	1291.595242	-1.596952679	43.83561644	1	1	Cfa	0.879402661	0	1	0	0	0	0	0	-1.327590795	0.649350649	very low	-1.312602627	1.858517842	-1.072232637	-0.528724477	178.9092249	-2.090264107	-0.232405619	0.139983923	-2.085376665	-0.753741702	679636539.1	-0.843210977	0.488135727	7.68929512	-0.7911802	-0.059630744	1.899043379	-2.116133768	-1.454583401	0.206372072	-0.387892369	9.010051198	0.819858127	143.4031334	0.12413279	383000000	11.73972113	1.865462415	0.11888454	-1.199772487	-0.736540295	-1.395507214	4	1	-0.879751396	13.61940299	very low
NRCS18S.182	NRCS182	SHI-0182	No	No	182	QPP193	GA	GA3	GA3_1	1	Burton_NT	42653	NA	32.571388	-82.073486	0	15	cropland.annual	cover crop	Sunnhemp + Sunflower + Buckwheat + Radish | Sunnhemp + Sunflower + Buckwheat + Radish | Sunnhemp + Sunflower + Buckwheat + Radish	Wheat | Soybean | Soybean	3	NA	10/11/2013	NA	NA	11/15/2014	6/1/2015	NA	NA	5/15/2015	10/1/2015	10/15/2015	5/15/2016	6/1/2016	10/10/2016	NA	NA	10/10/2016	19.45205479	42.73972603	62.19178082	Soybean	Soybean	No Till/ Direct Seed	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Center Pivot	NA	NA	None	NA	NA	NA	NA	NA	NA	17.55109794	loamy sand	83.89875095	11.9752918	-1.86183825	-2.815113017	24.74253482	0.387298438	19.58896919	-2.077407265	10.97058304	-0.203864921	15.38295954	-0.921353842	12.05086057	-0.593251152	28.21360629	-0.853104542	66.09918	11.94534766	100	28.30351312	36.45664933	28.05026993	2.139168893	5.12141321	3.291134404	56	36.95053428	73	-0.977666109	1595.145733	-1.246614137	62.19178082	4	3	Cfa	0.853104542	0	1	0	0	0	0	0	-0.16352859	34.09090909	low	-1.746753626	2.688839836	-0.330653639	-0.744189763	456.9617526	0.150938611	-0.54476496	0.319735645	-0.376588882	-0.918146396	1005486754	-0.328467741	0.584634149	12.81322023	-0.19733571	-0.12399752	4.054898436	-0.079867401	-2.18025496	0.187924414	-0.634858057	4.125957248	1.017524752	334.6984775	0.24826558	5.00E+08	20.30291726	3.829488759	0.08221701	-0.423108172	1.184557507	0.420007026	9	4	0.207892119	68.09701493	high
NRCS18S.183	NRCS183	SHI-0183	No	No	183	QPP194	GA	GA3	GA3_2	2	Burton_ST	42653	NA	32.571388	-82.073486	0	15	cropland.annual	cover crop	Sunnhemp + Sunflower + Buckwheat + Radish | Sunnhemp + Sunflower + Buckwheat + Radish | Sunnhemp + Sunflower + Buckwheat + Radish	Wheat | Soybean | Soybean	3	NA	10/11/2013	NA	NA	11/15/2014	6/1/2015	NA	NA	5/15/2015	10/1/2015	10/15/2015	5/15/2016	6/1/2016	10/10/2016	NA	NA	10/10/2016	19.45205479	42.73972603	62.19178082	Soybean	Soybean	Strip Till	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Center Pivot	NA	NA	None	NA	NA	NA	NA	NA	NA	17.36751552	loamy sand	85.10523934	11.12914668	-1.905424031	-3.005084963	22.23617351	0.025134536	14.17813759	-2.259597674	8.402721655	-0.272724569	14.60572331	-1.109685093	10.68637178	-1.181658362	17.31711264	-0.958297019	58.2087	12.67379837	100	29.96974671	39.46095181	23.4216742	2.289463868	4.871094657	3.481121426	56	34.10958923	61	-1.146342562	1757.279991	-1.251881602	62.19178082	4	2	Cfa	0.958297019	0	1	0	0	0	0	0	-0.401455238	15.0974026	very low	-1.778784827	2.505365366	-0.480812847	-0.760086563	359.6246499	-0.421571798	-0.567810501	0.296392875	-0.541874591	-0.930276	1010750545	-0.321605601	0.5917537	9.379669232	-0.566619164	-0.128746433	3.935803848	-0.143978136	-2.233794238	0.178450144	-0.771290725	3.765613974	0.897214171	261.658437	0.226985673	4.98E+08	15.33594462	3.71276965	0.07650311	-0.423108172	1.184557507	-0.487750094	8	3	-0.012795063	44.7761194	medium
NRCS18S.184	NRCS184	SHI-0184	No	No	184	QPP195	GA	GA4	GA4_1	1	Lamar	42653	NA	32.525424	-82.071758	0	15	cropland.annual	cover crop	Wheat + Rye | Wheat + Rye | Wheat + Rye	Cotton | Cotton | Peanut	3	NA	10/11/2013	12/1/2013	5/1/2014	5/15/2014	11/1/2014	12/1/2014	5/1/2015	5/15/2015	11/1/2015	12/1/2015	5/1/2016	5/15/2016	10/1/2016	NA	NA	10/10/2016	41.46118721	43.74429224	85.20547945	Peanut	Cotton	Strip Till	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Center Pivot	NA	NA	None	NA	NA	NA	NA	NA	NA	17.1736935	loamy sand	85.43242673	10.44010723	-1.861655752	-3.478674247	17.26152373	0.284125385	17.79975049	-1.942179018	13.37489745	-0.090296759	16.81782854	-1.077271594	10.90569475	-0.69472214	25.91171552	-0.423568592	98.31864	15.7928772	100	26.09896837	32.48174492	72.56514683	1.911222881	3.323809123	2.935750675	100	43.28717954	52	-1.206835937	1476.990966	-1.769016784	85.20547945	2	2	Cfa	0.423568592	0	1	0	0	0	0	0	-0.209986517	30.68181818	low	-1.746619509	2.860785895	-0.195559509	-0.744123201	437.9550578	0.049401062	-0.544668467	0.297662358	-0.532603127	-0.918095608	675660987.7	-0.850921175	0.584604338	11.7648728	-0.300478954	-0.123977636	4.28035638	0.033680877	-2.180030786	0.146109342	-1.298643461	4.12746604	1.112925659	320.7860888	0.230532324	3.36E+08	18.77046175	4.035138205	0.063928332	0.353556143	0.224008606	-0.487750094	8	3	0.042123855	52.23880597	medium
NRCS18S.185	NRCS185	SHI-0185	No	No	185	QPP196	GA	GA5	GA5_1	1	TED	42653	NA	32.0023	-83.093992	0	15	cropland.perennial	perennial	None	"Fescue, Tall + Bermuda + Vetch + Clover, White"	1	NA	10/11/2014	NA	NA	NA	NA	NA	NA	10/11/2014	10/10/2016	NA	NA	NA	NA	NA	NA	10/10/2016	0	100	100	"Fescue, Tall + Bermuda + Vetch + Clover, White"	Pasture with legumes	No Till/ Direct Seed	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	NA	NA	NA	19.43181665	sandy loam	67.80157833	23.39990163	-1.296662442	-1.094504938	65.47256264	1.974244241	80.82418976	0.336500517	97.7464496	0.874603126	43.36741283	0.635498685	36.95392271	0.564936621	67.97219918	-0.92323286	60.83886	12.82304606	100	153.7037443	100	128.4411224	1.415120252	15.36221129	2.904498767	100	75.31755967	131	0.946414987	16695.31475	1.617471397	100	2	3	Cfa	0.92323286	0	1	0	0	0	0	0	1.187198334	99.67532468	very high	-1.3314058	5.947159986	1.667906317	-0.538056325	680.5763727	1.102992945	-0.24593397	0.555187686	0.881432655	-0.760862105	7885934943	2.378333502	0.492315094	43.85828501	1.481929147	-0.062418483	7.094661971	0.937021608	-1.486012392	0.27732838	0.391507454	8.798520036	3.603192923	543.3843073	0.500077812	4.42E+09	60.04302512	6.815403063	0.157867734	1.130220458	0.224008606	0.420007026	10	4	0.5148467	78.35820896	high
NRCS18S.186	NRCS186	SHI-0186	No	No	186	PP584	KS	KS3	KS3_1	1	"CC after Barley, Thompson"	42641	post-harvest	40.013098	-99.674078	0	15	cropland.annual	cover crop	Oats + Pea + Buckwheat + Sunflower + Sunnhemp | Oats + Pea + Buckwheat + Sunflower + Sunnhemp	Corn | Barley	2	NA	9/29/2014	NA	NA	NA	NA	NA	NA	4/15/2015	10/1/2015	NA	NA	10/15/2015	3/11/2016	3/11/2016	9/28/2016	9/28/2016	27.53424658	43.42465753	70.95890411	Barley	Corn	No Till/ Direct Seed	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	rotational	NA	cattle	NA	NA	NA	NA	32.56136455	silt loam	9.31916195	68.38944045	0.335385821	0.338823346	95.73444769	-0.980868093	8.642054565	-0.800744556	16.98476802	-1.538130163	10.05494713	0.962903567	46.62068652	-1.846765159	5.134963861	1.310646281	64.36910481	4.549163955	100	453.2852507	100	529.8254841	0.766226145	4.913741291	0.133004205	56	50.35409726	57	-0.921636833	5020.52832	-0.222401524	70.95890411	5	3	Cfa	-1.310646281	0	1	0	0	0	0	0	-0.965397328	2.11038961	very low	-0.132013171	2.286900726	-0.668731385	0.057191588	193.4133702	-1.903956747	0.616995038	0.441266449	0.345908529	-0.306675017	1376476765	0.084273493	0.225726981	5.218225196	-1.206595073	0.115402223	2.195662507	-1.653532386	0.518739688	0.223304891	-0.179916341	22.2913976	2.140709382	198.0973789	0.574557486	1.09E+09	6.46363417	2.281191214	0.271843434	0.353556143	1.184557507	0.420007026	10	4	0.459927781	77.79850746	high
NRCS18S.187	NRCS187	SHI-0187	No	No	187	PP583	KS	KS4	KS4_1	1	"Range, Spencer"	42650	in-season	38.50893	-97.110783	0	15	rangeland	perennial	None	Rangeland	1	NA	10/8/2014	NA	NA	NA	NA	NA	NA	10/8/2014	10/7/2016	NA	NA	NA	NA	NA	NA	10/7/2016	0	100	100	Rangeland	Rangeland	None	NA	NA	NA	NA	NA	NA	None	0	0	0	NA	None	NA	NA	rotational	NA	cow-calf	NA	NA	NA	NA	30.29321222	silty clay loam	8.445568821	60.85333963	1.352591109	-0.551511693	69.93150516	2.455960797	99.14604046	1.870063537	99.57393695	0.880286824	62.29995215	2.573101528	95.08397252	0.861329302	57.95068267	0.216352313	100	3.36362123	96.18139443	364.842307	100	545.7310575	1.12063438	8.570134905	0.475249772	100	88.01674843	194	3.628708107	18240.84308	1.596491215	100	3	4	Cfa	-0.216352313	0	1	0	0	0	0	0	0.789439332	96.42857143	very high	0.615531219	5.141743327	1.254532317	0.428191231	514.2307997	0.43313807	1.154832042	0.693863868	1.418269486	-0.02359423	4428800274	1.620085445	0.059570841	77.54090606	2.396389956	0.226232378	5.956082304	0.654054446	1.768239756	0.099204787	-2.319751449	30.70109155	6.367617815	615.1263969	1.095915204	4.35E+09	80.31497158	6.840104537	0.19395805	1.130220458	1.184557507	1.327764145	12	5	0.932650626	100	very high
NRCS18S.188	NRCS188	SHI-0188	No	No	188	PP585	NE	NE2	NE2_1	1	Chickpeas Tucker	42646	post-harvest	40.792593	-101.97269	0	15	cropland.annual	None	None | None | None	"Wheat | Pea, Field | Corn"	3	NA	10/4/2013	NA	NA	9/1/2014	6/1/2015	NA	NA	6/15/2015	10/1/2015	NA	NA	5/1/2016	10/3/2016	NA	NA	10/3/2016	0	48.94977169	48.94977169	Chickpeas	Millet	No Till/ Direct Seed	NA	2000	Single-disc opener/planter	NA	None	100	None	0	0	0	NA	None	NA	NA	None	NA	NA	NA	NA	NA	NA	26.83217471	loam	36.16766668	45.50125808	-0.143640034	-0.218622188	82.22232622	-0.6666875	10.65904682	-0.65926546	21.75687685	-0.807497782	14.2422162	0.842729842	42.88174118	-1.027508232	11.62184942	1.244900983	73.43903076	7.48741826	100	510.5539296	100	302.9280163	0.607108196	5.632488104	0.234490535	56	51.28230875	88	-0.748840225	6025.595852	0.058747752	48.94977169	1	3	BSk	-1.244900983	1	0	0	0	0	0	0	-0.403136273	14.93506494	very low	-0.366299531	2.73614852	-0.292965929	-0.371072733	325.9661933	-0.656435499	0.417836106	0.456684997	0.424893737	0.174146858	1182458793	-0.115399105	0.534128081	5.247452126	-1.200815581	-0.294685185	3.346936479	-0.512812597	-0.226228615	0.239760435	0.007606427	18.33107525	2.297612574	279.0906179	0.546184277	1.35E+09	8.592408368	2.970649231	0.220051616	-1.199772487	-0.736540295	0.420007026	6	2	-0.438377032	26.67910448	low
